event_id,delta_yield_1y_bp_m1_p3,window_complete_m1_p3
2021Q4,-0.9700000000000042,True
2022Q4,2.9900000000000038,True
2023Q4,-6.16000000000001,True
2024Q4,17.73,True
2025Q4,-0.05999999999999339,True
