report_id,report_period,publication_datetime,section,char_count,sentence_count,average_sentence_length,dovish_score,hawkish_score,tone,dovish_ratio,hawkish_ratio,growth_attention,inflation_attention,risk_attention,uncertainty_attention,forward_looking_attention,match_count,dovish_count,hawkish_count,growth_count,inflation_count,risk_count,uncertainty_count,forward_looking_count,similarity,novelty,tone_change,unexpected_tone
2025Q4,2025Q4,2026-02-10 19:23:18,full,45926,683,67.2415812591508,54.49999999999999,0.0,0.9819819819819819,1.1866916343683314,0.0,1.114836911553368,0.6401602578060357,0.3309672081174062,0.2438705744022993,0.29612855463136356,156,33,0,56,27,13,11,16,0.9417075467140346,0.05829245328596544,0.03361709385805767,0.07329192292417885
2026Q1,2026Q1,2026-05-11 19:22:25,full,39387,626,62.9185303514377,39.400000000000006,2.0,0.8820754716981132,1.000330058141011,0.05077817554015284,1.07649732145124,0.7911239749155812,0.6987076954325029,0.44684794475334494,0.4895016122070736,165,27,2,45,28,23,17,23,0.9299147526453132,0.0700852473546868,-0.09990651028386877,-0.05872792573135055
2006Q1,2006Q1,2006-05-31 14:12:00,guidance,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,
2006Q2,2006Q2,2006-08-10 00:01:00,guidance,1532,30,51.06666666666667,0.0,0.0,0.0,0.0,0.0,3.91644908616188,0.0,0.0,0.7832898172323759,1.6971279373368147,10,0,0,6,0,0,1,3,0.0,1.0,0.0,
2006Q3,2006Q3,2006-11-14 17:01:00,guidance,818,11,74.36363636363636,0.0,1.0,-0.5,0.0,1.2224938875305624,1.2224938875305624,0.0,0.0,1.466992665036675,2.2004889975550124,5,0,1,1,0,0,1,2,0.2051143530491875,0.7948856469508125,-0.5,-0.5
2006Q4,2006Q4,2007-02-09 17:45:00,guidance,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1.0,0.5,0.16666666666666666
2007Q1,2007Q1,2007-05-10 19:40:00,guidance,1025,15,68.33333333333333,0.8,1.0,-0.07142857142857141,0.7804878048780489,0.9756097560975611,3.9024390243902443,0.0,0.0,0.0,0.9756097560975611,7,1,1,4,0,0,0,1,0.0,1.0,-0.07142857142857141,0.05357142857142859
2007Q2,2007Q2,2007-08-08 17:30:00,guidance,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1.0,0.07142857142857141,0.14285714285714285
2007Q3,2007Q3,2007-11-08 17:57:00,guidance,1001,18,55.611111111111114,0.8,0.0,0.4444444444444445,0.7992007992007993,0.0,1.9980019980019983,0.0,0.0,0.0,2.597402597402598,6,1,0,2,0,0,0,3,0.0,1.0,0.4444444444444445,0.5873015873015873
2007Q4,2007Q4,2008-02-22 17:02:00,guidance,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1.0,-0.4444444444444445,-0.09325396825396827
2008Q1,2008Q1,2008-05-14 17:59:00,guidance,1177,23,51.17391304347826,0.0,0.0,0.0,0.0,0.0,2.7187765505522514,1.699235344095157,0.0,0.0,3.058623619371283,9,0,0,3,2,0,0,4,0.0,1.0,0.0,-0.09325396825396827
2008Q2,2008Q2,2008-08-15 16:23:00,guidance,1426,34,41.94117647058823,0.8,0.0,0.4444444444444445,0.5610098176718094,0.0,1.402524544179523,0.7012622720897616,0.0,0.7012622720897616,1.402524544179523,7,1,0,2,1,0,1,2,0.27060348189444433,0.7293965181055557,0.4444444444444445,0.33333333333333337
2008Q3,2008Q3,2008-11-17 18:59:00,guidance,886,18,49.22222222222222,2.8,0.0,0.7368421052631579,3.1602708803611734,0.0,3.386004514672686,0.0,0.0,0.0,2.2573363431151243,7,2,0,3,0,0,0,2,0.11485939099213986,0.8851406090078602,0.2923976608187134,0.5146198830409356
2008Q4,2008Q4,2009-02-23 19:41:00,guidance,1478,35,42.22857142857143,2.0,0.0,0.6666666666666666,1.3531799729364005,0.0,1.3531799729364005,0.6765899864682002,0.0,0.0,1.3531799729364005,6,1,0,2,1,0,0,2,0.12674705995228935,0.8732529400477107,-0.07017543859649122,0.37134502923976603
2009Q1,2009Q1,2009-05-06 16:10:00,guidance,1170,20,58.5,0.0,1.6,-0.6153846153846154,0.0,1.3675213675213678,0.0,0.0,0.0,0.0,1.7094017094017095,3,0,1,0,0,0,0,2,0.20839494371160863,0.7916050562883914,-1.282051282051282,-1.0773729194781827
2009Q2,2009Q2,2009-08-05 17:00:00,guidance,1088,24,45.333333333333336,4.0,0.0,0.8,3.676470588235294,0.0,0.9191176470588235,0.0,2.205882352941176,0.0,1.838235294117647,7,2,0,1,0,2,0,2,0.27419982598706216,0.7258001740129378,1.4153846153846155,0.4918578497525867
2009Q3,2009Q3,2009-11-11 16:00:00,guidance,1229,25,49.16,2.8,0.0,0.7368421052631579,2.278275020341741,0.0,0.8136696501220504,0.9764035801464604,0.9764035801464604,0.0,1.4646053702196908,7,2,0,1,1,1,0,2,0.2824629879482942,0.7175370120517057,-0.06315789473684219,0.3398110661268556
2009Q4,2009Q4,2010-02-11 18:20:09,guidance,1400,27,51.851851851851855,3.5999999999999996,0.0,0.782608695652174,2.571428571428571,0.0,1.4285714285714286,0.8571428571428572,0.0,0.0,2.571428571428571,10,3,0,2,1,0,0,4,0.27520211721876403,0.724797882781236,0.04576659038901609,0.3855776565158717
2010Q1,2010Q1,2010-05-10 17:30:05,guidance,1311,21,62.42857142857143,2.0,0.0,0.6666666666666666,1.5255530129672006,0.0,2.288329519450801,0.9153318077803204,1.1441647597254005,0.0,2.1357742181540806,9,1,0,3,1,1,0,3,0.3886652825781473,0.6113347174218526,-0.11594202898550732,0.24065012028398758
2010Q2,2010Q2,2010-08-05 18:45:48,guidance,1416,25,56.64,2.0,0.0,0.6666666666666666,1.4124293785310735,0.0,1.4124293785310735,1.694915254237288,1.0593220338983051,0.0,2.542372881355932,10,1,0,2,2,1,0,4,0.4677368098745056,0.5322631901254944,0.0,-0.0798627002288329
2010Q3,2010Q3,2010-11-02 18:21:02,guidance,1575,29,54.310344827586206,2.0,0.0,0.6666666666666666,1.2698412698412698,0.0,1.2698412698412698,1.5238095238095237,0.9523809523809524,0.0,3.4285714285714284,12,1,0,2,2,1,0,6,0.7339045509739519,0.2660954490260481,0.0,-0.04652936689549969
2010Q4,2010Q4,2011-01-30 19:23:48,guidance,362,3,120.66666666666667,0.0,1.0,-0.5,0.0,2.7624309392265194,0.0,3.314917127071823,0.0,0.0,12.154696132596683,7,0,1,0,1,0,0,5,0.10274259049228104,0.8972574095077189,-1.1666666666666665,-1.1956521739130435
2011Q1,2011Q1,2011-05-03 18:35:17,guidance,1692,35,48.34285714285714,1.0,1.0,0.0,0.5910165484633569,0.5910165484633569,1.773049645390071,2.009456264775414,0.0,0.0,2.127659574468085,12,1,1,3,3,0,0,4,0.08708438522154376,0.9129156147784563,0.5,-0.37499999999999994
2011Q2,2011Q2,2011-08-12 16:13:59,guidance,1500,28,53.57142857142857,0.0,1.0,-0.5,0.0,0.6666666666666666,1.3333333333333333,2.266666666666667,1.0,0.0,3.5999999999999996,13,0,1,2,3,1,0,6,0.46575809396621654,0.5342419060337835,-0.5,-0.7083333333333333
2011Q3,2011Q3,2011-11-16 15:30:00,guidance,1530,23,66.52173913043478,0.0,1.0,-0.5,0.0,0.6535947712418301,0.6535947712418301,1.4379084967320261,1.9607843137254901,0.0,2.4836601307189543,10,0,1,1,2,2,0,4,0.4021829115495712,0.5978170884504288,0.0,-0.41666666666666663
2011Q4,2011Q4,2012-02-15 17:07:02,guidance,1567,29,54.03448275862069,0.8,1.0,-0.07142857142857141,0.5105296745373326,0.6381620931716656,1.2763241863433312,1.4039566049776644,3.2546266751754946,0.0,1.6592214422463307,13,1,1,2,2,4,0,3,0.3443757294672033,0.6556242705327967,0.4285714285714286,0.3035714285714286
2012Q1,2012Q1,2012-05-10 19:02:49,guidance,1876,35,53.6,1.0,1.0,0.0,0.5330490405117271,0.5330490405117271,1.5991471215351813,1.0660980810234542,2.0788912579957355,0.0,2.1321961620469083,14,1,1,3,2,3,0,4,0.41192986500079676,0.5880701349992032,0.07142857142857141,0.26785714285714285
2012Q2,2012Q2,2012-08-02 17:22:09,guidance,1936,36,53.77777777777778,1.0,0.0,0.5,0.5165289256198348,0.0,1.5495867768595042,1.1363636363636365,2.634297520661157,0.0,2.479338842975207,15,1,0,3,2,4,0,5,0.5632245990103779,0.4367754009896221,0.5,0.7678571428571429
2012Q3,2012Q3,2012-11-02 18:06:12,guidance,1977,32,61.78125,0.0,0.0,0.0,0.0,0.0,1.5174506828528072,1.112797167425392,3.5407182599898834,0.0,1.9221041982802223,15,0,0,3,2,6,0,4,0.5933605509762301,0.4066394490237699,-0.5,0.017857142857142877
2012Q4,2012Q4,2013-02-06 18:49:42,guidance,1851,29,63.827586206896555,1.0,1.0,0.0,0.5402485143165856,0.5402485143165856,2.1609940572663424,1.1885467314964886,3.1334413830361965,0.0,0.5402485143165856,14,1,1,4,2,5,0,1,0.5344453002757371,0.4655546997242629,0.0,-0.10714285714285712
2013Q1,2013Q1,2013-05-09 18:43:08,guidance,1995,40,49.875,1.0,0.0,0.5,0.5012531328320802,0.0,1.0025062656641603,0.6015037593984962,4.260651629072681,0.0,1.0025062656641603,13,1,0,2,1,7,0,2,0.5814279751918142,0.4185720248081858,0.5,0.375
2013Q2,2013Q2,2013-08-02 17:29:20,guidance,2091,40,52.275,1.0,1.0,0.0,0.4782400765184122,0.4782400765184122,1.4347202295552366,0.0,2.7737924438067907,0.0,0.8608321377331419,12,1,1,3,0,5,0,2,0.4413256447638514,0.5586743552361486,-0.5,-0.24999999999999997
2013Q3,2013Q3,2013-11-05 16:12:14,guidance,2401,44,54.56818181818182,1.0,1.0,0.0,0.41649312786339027,0.41649312786339027,1.249479383590171,0.0,2.915451895043732,0.0,1.0828821324448148,14,1,1,3,0,6,0,3,0.709037473230215,0.29096252676978496,0.0,-0.12499999999999997
2013Q4,2013Q4,2014-02-08 18:52:32,guidance,2718,47,57.829787234042556,1.0,1.0,0.0,0.36791758646063283,0.36791758646063283,0.7358351729212657,0.0,1.6924208977189108,0.0,1.030169242089772,11,1,1,2,0,4,0,3,0.5238587834842722,0.4761412165157278,0.0,-0.12499999999999997
2014Q1,2014Q1,2014-05-06 18:55:09,guidance,1621,28,57.892857142857146,0.0,1.0,-0.5,0.0,0.6169031462060457,1.8507094386181369,0.0,0.0,0.0,0.6169031462060457,5,0,1,3,0,0,0,1,0.42566270916855525,0.5743372908314448,-0.5,-0.625
2014Q2,2014Q2,2014-08-01 20:02:13,guidance,2912,52,56.0,3.8,1.0,0.48275862068965514,1.304945054945055,0.3434065934065934,1.0302197802197803,0.0,2.0604395604395607,0.0,0.3434065934065934,13,3,1,3,0,5,0,1,0.5868998417388626,0.41310015826113744,0.9827586206896551,0.6077586206896551
2014Q3,2014Q3,2014-11-06 17:23:57,guidance,2914,52,56.03846153846154,4.6,1.0,0.5454545454545454,1.5785861358956759,0.34317089910775567,1.029512697323267,0.0,2.059025394646534,0.0,0.34317089910775567,14,4,1,3,0,5,0,1,0.8476837444005265,0.15231625559947348,0.06269592476489028,0.5497648902821317
2014Q4,2014Q4,2015-02-10 17:47:18,guidance,3009,47,64.02127659574468,3.0,1.0,0.4,0.9970089730807578,0.33233632436025257,0.9970089730807578,0.0,1.9940179461615155,0.0,0.5982053838484547,13,2,1,3,0,5,0,2,0.6480015999885674,0.35199840001143257,-0.1454545454545454,0.2679467084639499
2015Q1,2015Q1,2015-05-08 17:51:52,guidance,3007,45,66.82222222222222,3.8,1.0,0.48275862068965514,1.2637179913535084,0.3325573661456601,1.3302294645826405,0.3325573661456601,1.9953441968739607,0.0,0.5986032590621883,16,3,1,4,1,5,0,2,0.8210462871258773,0.17895371287412265,0.08275862068965512,0.250705329153605
2015Q2,2015Q2,2015-08-07 18:19:14,guidance,2937,46,63.84782608695652,2.8,1.0,0.375,0.9533537623425263,0.3404834865509023,2.042900919305414,0.0,1.634320735444331,0.0,0.885257065032346,16,2,1,6,0,4,0,3,0.7497156556049898,0.25028434439501024,-0.10775862068965514,-0.10274294670846396
2015Q3,2015Q3,2015-11-06 19:15:23,guidance,2701,48,56.270833333333336,2.0,1.0,0.25,0.7404664938911514,0.3702332469455757,1.8511662347278786,0.0,2.2213994816734544,0.0,0.3702332469455757,13,1,1,5,0,5,0,1,0.5852611869431991,0.41473881305680094,-0.125,-0.20080329153605014
2015Q4,2015Q4,2016-02-06 14:10:10,guidance,2836,46,61.65217391304348,2.8,1.0,0.375,0.9873060648801129,0.3526093088857546,2.1156558533145278,0.0,1.692524682651622,0.0,0.3526093088857546,14,2,1,6,0,4,0,1,0.5486537589104675,0.4513462410895325,0.125,-0.00193965517241379
2016Q1,2016Q1,2016-05-06 19:57:59,guidance,3002,49,61.265306122448976,0.8,1.0,-0.07142857142857141,0.2664890073284477,0.33311125916055967,1.998667554963358,0.0,2.878081279147235,0.0,0.33311125916055967,16,1,1,6,0,7,0,1,0.6748326623257336,0.3251673376742664,-0.4464285714285714,-0.4421182266009852
2016Q2,2016Q2,2016-08-05 19:09:56,guidance,2946,50,58.92,0.8,1.0,-0.07142857142857141,0.27155465037338766,0.3394433129667345,1.6972165648336728,0.0,3.1907671418873043,0.0,0.3394433129667345,16,1,1,5,0,8,0,1,0.6255100474429144,0.3744899525570856,0.0,-0.30357142857142855
2016Q3,2016Q3,2016-11-08 19:05:39,guidance,2807,49,57.285714285714285,2.3,1.0,0.3023255813953488,0.819380121125757,0.3562522265764161,2.493765586034913,0.0,3.77627360171001,0.0,0.3562522265764161,20,2,1,7,0,9,0,1,0.6913225478413638,0.3086774521586362,0.3737541528239202,0.18178986710963455
2016Q4,2016Q4,2017-02-17 19:44:17,guidance,2924,46,63.56521739130435,0.0,0.0,0.0,0.0,0.0,1.7099863201094392,0.0,2.051983584131327,0.0,0.6155950752393982,12,0,0,5,0,5,0,2,0.5697475146861147,0.43025248531388527,-0.3023255813953488,-0.13361710963455148
2017Q1,2017Q1,2017-05-12 19:47:16,guidance,3002,51,58.86274509803921,0.8,0.0,0.4444444444444445,0.2664890073284477,0.0,1.3324450366422387,0.0,3.2311792138574282,0.0,0.8660892738174552,16,1,0,4,0,8,0,3,0.5533395108994883,0.4466604891005117,0.4444444444444445,0.404577334809893
2017Q2,2017Q2,2017-08-11 20:37:37,guidance,3283,53,61.943396226415096,0.0,0.0,0.0,0.0,0.0,0.9137983551629607,0.0,2.589095339628389,0.0,0.5482790130977765,12,0,0,3,0,7,0,2,0.6336431195602077,0.3663568804397923,-0.4444444444444445,-0.16883536360280543
2017Q3,2017Q3,2017-11-17 22:43:24,guidance,3564,53,67.24528301886792,0.0,0.0,0.0,0.0,0.0,1.5712682379349046,0.0,1.6835016835016834,0.0,0.7856341189674523,14,0,0,6,0,5,0,3,0.5586301139805437,0.44136988601945626,0.0,-0.18669250645994828
2017Q4,2017Q4,2018-02-14 17:24:57,guidance,3162,52,60.80769230769231,0.8,0.0,0.4444444444444445,0.25300442757748265,0.0,3.225806451612903,0.0,1.8975332068311197,0.0,0.6325110689437066,19,1,0,11,0,5,0,2,0.4789515700482761,0.521048429951724,0.4444444444444445,0.33333333333333337
2018Q1,2018Q1,2018-05-11 21:09:24,guidance,2369,36,65.80555555555556,1.8,0.0,0.6428571428571429,0.7598142676234698,0.0,2.0261713803292527,0.0,2.7859856479527227,0.0,1.181933305192064,15,2,0,5,0,5,0,3,0.48898620278803256,0.5110137972119675,0.19841269841269843,0.4206349206349207
2018Q2,2018Q2,2018-08-10 21:35:21,guidance,2785,39,71.41025641025641,0.0,1.0,-0.5,0.0,0.3590664272890485,3.087971274685817,0.0,2.154398563734291,0.0,2.0107719928186714,21,0,1,9,0,5,0,6,0.522985293793761,0.477014706206239,-1.1428571428571428,-0.7718253968253967
2018Q3,2018Q3,2018-11-09 22:15:03,guidance,2852,43,66.32558139534883,2.8,1.0,0.375,0.9817671809256662,0.3506311360448808,2.103786816269285,0.0,1.788218793828892,0.0,1.753155680224404,18,2,1,6,0,4,0,5,0.5709277104474234,0.4290722895525766,0.875,0.22817460317460317
2018Q4,2018Q4,2019-02-21 19:42:13,guidance,303,4,75.75,0.0,1.0,-0.5,0.0,3.3003300330033003,9.24092409240924,0.0,3.9603960396039604,0.0,6.600660066006601,7,0,1,3,0,1,0,2,0.24648089517067265,0.7535191048293274,-0.875,-0.7405753968253969
2019Q1,2019Q1,2019-05-17 20:24:55,guidance,3200,47,68.08510638297872,5.3,2.0,0.3975903614457831,1.6562499999999998,0.625,4.75,0.0,1.1249999999999998,0.0,1.6874999999999998,31,4,2,16,0,3,0,6,0.22561791633921985,0.7743820836607802,0.8975903614457831,0.3931260757314974
2019Q2,2019Q2,2019-08-09 21:52:59,guidance,3182,44,72.31818181818181,3.8,1.0,0.48275862068965514,1.1942174732872406,0.3142677561282213,3.39409176618479,0.0,1.6027655562539282,0.0,1.8856065367693275,26,3,1,11,0,4,0,7,0.6166216634285747,0.3833783365714253,0.08516825924387206,0.5396110303282093
2019Q3,2019Q3,2019-11-16 09:00:00,guidance,2217,43,51.55813953488372,2.8,2.0,0.1379310344827586,1.2629679747406404,0.9021199819576003,3.428055931438881,1.0825439783491204,1.0825439783491204,0.0,2.706359945872801,23,2,2,8,2,2,0,7,0.45129406979869924,0.5487059302013008,-0.3448275862068966,-0.050906211051100964
2019Q4,2019Q4,2020-02-19 20:29:12,guidance,2766,53,52.18867924528302,2.0,1.0,0.25,0.7230657989877078,0.3615328994938539,2.313810556760665,0.3615328994938539,2.205350686912509,0.4338394793926247,1.952277657266811,22,1,1,7,1,5,1,6,0.32118266679187824,0.6788173332081218,0.11206896551724141,0.1204299958454508
2020Q1,2020Q1,2020-05-10 09:00:20,guidance,2696,47,57.361702127659576,6.0,2.0,0.4444444444444444,2.2255192878338277,0.7418397626112759,2.2255192878338277,0.8160237388724035,1.8916913946587535,0.0,1.3353115727002964,23,5,2,6,2,4,0,4,0.39175550878026283,0.6082444912197371,0.19444444444444442,0.1273744402898952
2020Q2,2020Q2,2020-08-06 18:01:45,guidance,2650,42,63.095238095238095,4.6,2.0,0.3421052631578947,1.7358490566037734,0.7547169811320755,2.5660377358490565,0.8301886792452832,1.9245283018867925,0.0,1.2830188679245285,23,4,2,7,2,4,0,4,0.46301962861991497,0.536980371380085,-0.10233918128654973,0.01332173825368016
2020Q3,2020Q3,2020-11-26 17:00:36,guidance,2905,49,59.285714285714285,5.0,2.0,0.375,1.721170395869191,0.6884681583476765,1.0327022375215147,0.34423407917383825,3.820998278829604,0.0,1.514629948364888,24,4,2,3,1,9,0,5,0.37320479104612214,0.6267952089538779,0.03289473684210531,0.08137981447872555
2020Q4,2020Q4,2021-02-08 22:20:39,guidance,3115,52,59.90384615384615,3.5,4.0,-0.058823529411764705,1.1235955056179774,1.2841091492776886,1.6051364365971106,0.32102728731942215,3.1139646869983943,0.0,1.6693418940609948,26,3,3,5,1,8,0,6,0.4961203765121448,0.5038796234878552,-0.4338235294117647,-0.41171095631234944
2021Q1,2021Q1,2021-05-11 18:56:38,guidance,2864,50,57.28,5.8,3.0,0.2857142857142857,2.0251396648044695,1.047486033519553,3.4916201117318435,0.34916201117318435,5.237430167597764,0.0,2.1648044692737427,38,5,2,10,1,13,0,7,0.466526234675753,0.533473765324247,0.3445378151260504,0.0100327411666421
2021Q2,2021Q2,2021-08-09 18:13:50,guidance,3242,52,62.34615384615385,4.3,3.0,0.15662650602409636,1.326341764342998,0.9253547193090684,2.3442319555829734,0.9253547193090684,4.626773596545341,0.3701418877236274,2.529302899444787,40,4,2,8,3,13,1,9,0.5077873104885872,0.49221268951141284,-0.12908777969018934,-0.07937249884100755
2021Q3,2021Q3,2021-11-19 19:54:16,guidance,3260,52,62.69230769230769,4.8,1.0,0.5588235294117647,1.4723926380368098,0.3067484662576687,2.331288343558282,0.6134969325153374,2.5766871165644174,0.0,2.147239263803681,30,4,1,8,2,7,0,8,0.4723680454454535,0.5276319545545465,0.4021970233876684,0.3691942138301104
2021Q4,2021Q4,2022-02-11 19:33:17,guidance,3066,48,63.875,3.3,1.0,0.43396226415094336,1.076320939334638,0.3261578604044358,2.544031311154599,0.0,3.3268101761252447,0.0,1.4350945857795172,26,3,1,8,0,9,0,5,0.4973647744774096,0.5026352255225903,-0.12486126526082136,0.19837706621634785
2022Q1,2022Q1,2022-05-09 17:30:20,guidance,3357,48,69.9375,4.0,1.0,0.5,1.1915400655347035,0.29788501638367587,1.5787905868334822,0.8936550491510277,3.872505212987786,0.0,2.144772117962466,31,3,1,5,3,11,0,8,0.48400088871261765,0.5159991112873823,0.06603773584905664,0.14121835367472751
2022Q2,2022Q2,2022-08-10 18:00:15,guidance,3602,52,69.26923076923077,3.3,0.0,0.7674418604651163,0.9161576901721266,0.0,2.0266518600777346,1.1660188784008885,2.5541365907828983,0.0,1.7767906718489728,29,3,0,7,4,8,0,7,0.49844456767516926,0.5015554323248308,0.2674418604651163,0.3550887855684152
2022Q3,2022Q3,2022-11-16 20:07:00,guidance,3485,54,64.53703703703704,4.9,0.0,0.8305084745762712,1.4060258249641322,0.0,1.5208034433285509,1.205164992826399,4.447632711621233,0.0,2.008608321377331,35,5,0,5,4,13,0,8,0.6112792176315378,0.3887207823684622,0.06306661411115488,0.2654515610693151
2022Q4,2022Q4,2023-02-24 18:32:30,guidance,3272,53,61.735849056603776,7.8,1.0,0.693877551020408,2.3838630806845966,0.3056234718826406,1.528117359413203,1.2836185819070907,3.178484107579462,0.0,1.8948655256723714,33,7,1,5,4,9,0,7,0.5335031457796983,0.46649685422030174,-0.13663092355586315,0.0608994012223254
2023Q1,2023Q1,2023-05-15 17:00:30,guidance,2906,49,59.30612244897959,8.9,1.0,0.7247706422018348,3.0626290433585686,0.3441156228492773,2.064693737095664,1.410874053682037,3.007570543702684,0.0,1.7894012388162421,32,8,1,6,4,7,0,6,0.5532661124336051,0.44673388756639487,0.0308930911814268,0.02681367068638607
2023Q2,2023Q2,2023-08-17 17:34:30,guidance,2755,48,57.395833333333336,8.8,1.0,0.7222222222222222,3.194192377495463,0.3629764065335753,1.088929219600726,0.3629764065335753,2.21415607985481,0.0,1.2341197822141563,22,8,1,3,1,5,0,4,0.5232150441965676,0.4767849558034324,-0.0025484199796126372,-0.03192740984368536
2023Q3,2023Q3,2023-11-27 19:50:30,guidance,2937,50,58.74,8.0,1.0,0.7,2.7238678924072186,0.3404834865509023,1.9748042219952333,0.3404834865509023,2.8260129383724895,0.0,1.157643854273068,26,7,1,6,1,7,0,4,0.4115542207325496,0.5884457792674505,-0.022222222222222254,-0.04284472250518423
2023Q4,2023Q4,2024-02-08 18:19:21,guidance,2661,49,54.30612244897959,3.8999999999999995,1.0,0.4915254237288135,1.4656144306651633,0.37579857196542654,1.1273957158962795,0.7515971439308531,3.7204058624577225,0.0,2.1796317173994737,25,4,1,3,2,8,0,7,0.4244785904559677,0.5755214095440323,-0.20847457627118643,-0.21869218013230268
2024Q1,2024Q1,2024-05-10 20:17:00,guidance,2580,49,52.6530612244898,2.4000000000000004,1.0,0.31818181818181823,0.930232558139535,0.38759689922480617,2.5968992248062013,1.1627906976744187,3.5658914728682167,0.0,1.937984496124031,28,3,1,7,3,8,0,6,0.5349784493446051,0.46502155065539486,-0.1733436055469953,-0.34144775385639936
2024Q2,2024Q2,2024-08-09 18:34:00,guidance,2869,49,58.55102040816327,2.4000000000000004,2.0,0.07407407407407414,0.8365284071104915,0.6971070059254095,1.1850819100731962,1.0456605088881143,3.69466713140467,0.0,2.0216103171836877,28,3,2,4,3,9,0,7,0.5278498990026542,0.4721501009973458,-0.2441077441077441,-0.48390829195913937
2024Q3,2024Q3,2024-11-08 17:01:00,guidance,2816,43,65.48837209302326,3.8999999999999995,1.0,0.4915254237288135,1.3849431818181817,0.3551136363636364,1.6335227272727273,1.4204545454545456,2.5213068181818183,0.0,1.7755681818181819,26,4,1,5,4,6,0,6,0.5473904251836813,0.4526095748163187,0.4174513496547394,0.09558009473263707
2024Q4,2024Q4,2025-02-13 17:05:21,guidance,2488,47,52.93617021276596,5.3999999999999995,0.0,0.84375,2.170418006430868,0.0,2.6045016077170415,0.8038585209003215,4.581993569131833,0.0,2.411575562700964,30,4,0,7,2,10,0,7,0.5033186556451865,0.4966813443548135,0.3522245762711865,0.49992331507162013
2025Q1,2025Q1,2025-05-09 17:40:30,guidance,2577,51,50.529411764705884,6.3999999999999995,0.0,0.8648648648648648,2.4835079549864183,0.0,1.893674815677144,0.38804811796662786,3.6088474970896396,0.0,2.328288707799767,26,5,0,5,1,8,0,7,0.5622964179390041,0.4377035820609959,0.021114864864864802,0.43298203586868833
2025Q2,2025Q2,2025-08-15 18:00:29,guidance,2841,51,55.705882352941174,9.8,1.5,0.6747967479674797,3.4494896163322775,0.5279831045406547,1.6473072861668425,0.7039774727208729,2.541358676522351,0.0,2.1119324181626182,28,7,1,5,2,6,0,7,0.5417507448195497,0.45824925518045034,-0.19006811689738512,0.10624315730054157
2025Q3,2025Q3,2025-11-11 17:00:27,guidance,2169,46,47.15217391304348,6.199999999999999,0.0,0.861111111111111,2.858460119870908,0.0,1.6597510373443982,0.0,2.581834946980175,0.0,1.5675426463808209,18,5,0,4,0,5,0,4,0.5040772214303775,0.4959227785696225,0.18631436314363137,0.14237685197082162
2025Q4,2025Q4,2026-02-10 19:23:18,guidance,2302,50,46.04,6.3999999999999995,0.0,0.8648648648648648,2.7801911381407467,0.0,2.7801911381407467,0.43440486533449174,1.998262380538662,0.0,1.56385751520417,21,5,0,7,1,4,0,4,0.5866551670907004,0.4133448329092996,0.0037537537537537524,0.05373418387900086
2026Q1,2026Q1,2026-05-11 19:22:25,guidance,2301,45,51.13333333333333,5.6,1.0,0.6052631578947368,2.4337244676227723,0.43459365493263796,2.955236853541938,0.43459365493263796,1.9991308126901344,0.0,1.1299435028248588,20,4,1,7,1,4,0,3,0.5520302507964985,0.4479697492035015,-0.25960170697012797,-0.21114623930734322
2006Q1,2006Q1,2006-05-31 14:12:00,macro,13238,233,56.81545064377682,0.0,0.0,0.0,0.0,0.0,0.3777005589968273,0.7554011179936546,0.0,0.16618824595860404,0.36259253663695423,23,0,0,5,10,0,2,6,,,,
2006Q2,2006Q2,2006-08-10 00:01:00,macro,12155,205,59.292682926829265,0.0,7.0,-0.875,0.0,0.5758946935417524,1.3245577951460306,0.6910736322501029,0.1974496092143151,0.2468120115178939,0.4607157548334019,41,0,5,16,8,2,3,7,0.35454440459765996,0.64545559540234,-0.875,
2006Q3,2006Q3,2006-11-14 17:01:00,macro,10037,170,59.04117647058823,0.0,0.0,0.0,0.0,0.0,1.2952077313938426,0.7173458204642821,0.0,0.0,0.23911527348809405,23,0,0,13,7,0,0,3,0.4769170511297872,0.5230829488702128,0.875,0.4375
2006Q4,2006Q4,2007-02-09 17:45:00,macro,13126,187,70.19251336898395,6.0,0.0,0.8571428571428571,0.4571080298643913,0.0,0.5332927015084565,0.7008989791253999,0.0,0.0,0.24379094926100872,23,3,0,7,9,0,0,4,0.3935998136822612,0.6064001863177388,0.8571428571428571,1.1488095238095237
2007Q1,2007Q1,2007-05-10 19:40:00,macro,10844,213,50.91079812206573,0.0,0.0,0.0,0.0,0.0,1.014385835485061,0.9590556990040576,0.0,0.2028771670970122,0.22132054592401332,26,0,0,11,10,0,2,3,0.41501433106076274,0.5849856689392372,-0.8571428571428571,0.004464285714285726
