event_id,report_period,bond_event_date,equity_event_date,market_type,relative_day,calendar_date,tone,guidance_tone,macro_tone,tone_change,guidance_tone_change,macro_tone_change,unexpected_tone,novelty,action_nearby,publication_datetime,yield_1y,yield_5y,yield_10y,spread_10y_1y,yield_change_1y_bp,yield_change_5y_bp,yield_change_10y_bp,index_return,cumulative_return,absolute_return,volatility
2006Q1,2006Q1,2006-05-31,2006-05-31,bond,-5,2006-05-24,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,1.7206,2.45,3.0,1.2794,,,,,,,
2006Q1,2006Q1,2006-05-31,2006-05-31,bond,-4,2006-05-25,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,1.7299,2.46,3.0,1.2701,0.9300000000000086,0.9999999999999787,0.0,,,,
2006Q1,2006Q1,2006-05-31,2006-05-31,bond,-3,2006-05-26,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,1.7306,2.45,3.0,1.2694,0.06999999999999229,-0.9999999999999787,0.0,,,,
2006Q1,2006Q1,2006-05-31,2006-05-31,bond,-2,2006-05-29,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,1.7316,2.46,3.03,1.2983999999999998,0.10000000000001119,0.9999999999999787,2.9999999999999805,,,,
2006Q1,2006Q1,2006-05-31,2006-05-31,bond,-1,2006-05-30,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,1.7357,2.45,3.02,1.2843,0.40999999999999925,-0.9999999999999787,-0.9999999999999787,,,,
2006Q1,2006Q1,2006-05-31,2006-05-31,bond,0,2006-05-31,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,1.7373,2.45,3.02,1.2827,0.16000000000000458,0.0,0.0,,,,
2006Q1,2006Q1,2006-05-31,2006-05-31,bond,1,2006-06-01,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,1.7451,2.46,3.03,1.2848999999999997,0.7800000000000029,0.9999999999999787,0.9999999999999787,,,,
2006Q1,2006Q1,2006-05-31,2006-05-31,bond,2,2006-06-02,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,1.7745,2.48,3.05,1.2755,2.939999999999987,2.0000000000000018,2.0000000000000018,,,,
2006Q1,2006Q1,2006-05-31,2006-05-31,bond,3,2006-06-05,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,1.798,2.5,3.03,1.2319999999999998,2.3500000000000076,2.0000000000000018,-2.0000000000000018,,,,
2006Q1,2006Q1,2006-05-31,2006-05-31,bond,4,2006-06-06,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,1.802,2.54,3.02,1.218,0.40000000000000036,4.0000000000000036,-0.9999999999999787,,,,
2006Q1,2006Q1,2006-05-31,2006-05-31,bond,5,2006-06-07,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,1.8029,2.56,3.05,1.2471,0.08999999999999009,2.0000000000000018,2.9999999999999805,,,,
2006Q1,2006Q1,2006-05-31,2006-05-31,equity,-5,2006-05-24,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,,,,,,,,-0.0071429980859922,0.0,0.0071429980859922,0.0200971555538372
2006Q1,2006Q1,2006-05-31,2006-05-31,equity,-4,2006-05-25,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,,,,,,,,-0.0004165895912224,-0.0004165895912224826,0.0004165895912224,0.0200257222979647
2006Q1,2006Q1,2006-05-31,2006-05-31,equity,-3,2006-05-26,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,,,,,,,,0.0178351712973265,0.017411151759384014,0.0178351712973265,0.0201264059782548
2006Q1,2006Q1,2006-05-31,2006-05-31,equity,-2,2006-05-29,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,,,,,,,,0.0264999774608944,0.04437252434947059,0.0264999774608944,0.0202996905276978
2006Q1,2006Q1,2006-05-31,2006-05-31,equity,-1,2006-05-30,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,,,,,,,,0.0091225009002469,0.05389981364304175,0.0091225009002469,0.0201674580760924
2006Q1,2006Q1,2006-05-31,2006-05-31,equity,0,2006-05-31,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,,,,,,,,-0.0096500033363409,0.04372967692521734,0.0096500033363409,0.0206106901135436
2006Q1,2006Q1,2006-05-31,2006-05-31,equity,1,2006-06-01,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,,,,,,,,0.0274107236363663,0.07233906265048806,0.0274107236363663,0.0209094862354094
2006Q1,2006Q1,2006-05-31,2006-05-31,equity,2,2006-06-02,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,,,,,,,,-0.009097719760578,0.06258322237017322,0.009097719760578,0.0212980473664354
2006Q1,2006Q1,2006-05-31,2006-05-31,equity,3,2006-06-05,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,,,,,,,,0.009385547680913,0.07255614786866649,0.009385547680913,0.0200535143455219
2006Q1,2006Q1,2006-05-31,2006-05-31,equity,4,2006-06-06,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,,,,,,,,-0.002865668493254,0.06948255750847321,0.002865668493254,0.0196018103473853
2006Q1,2006Q1,2006-05-31,2006-05-31,equity,5,2006-06-07,-0.75,0.0,0.0,,,,,,0,2006-05-31 14:12:00,,,,,,,,-0.0563981354287128,0.009165735391464258,0.0563981354287128,0.0239547916218051
