event_id,similarity_group,relative_day,abs_return
2015Q1,低创新度,0,0.0289855835507339
2015Q1,低创新度,1,0.0121284749789576
2015Q1,低创新度,2,0.0061054201849805
2015Q1,低创新度,3,0.0037423417420516
2015Q1,低创新度,4,0.0177221727977794
2015Q1,低创新度,5,0.0091673578821301
2015Q1,低创新度,6,0.0341152401893711
2015Q1,低创新度,7,0.0050086425874753
2015Q1,低创新度,8,0.0180985207108679
2015Q1,低创新度,9,0.0227968492304031
2015Q1,低创新度,10,0.0299232429233731
2015Q2,低创新度,0,0.0454114403965244
2015Q2,低创新度,1,0.0043326196361
2015Q2,低创新度,2,0.0124285994262133
2015Q2,低创新度,3,0.0147746858539796
2015Q2,低创新度,4,0.0004718482292687
2015Q2,低创新度,5,0.0010634484993397
2015Q2,低创新度,6,0.0619097411591144
2015Q2,低创新度,7,0.0158738457452427
2015Q2,低创新度,8,0.0320837973761082
2015Q2,低创新度,9,0.0457051980430971
2015Q2,低创新度,10,0.0874770443867953
2015Q3,低创新度,0,0.0123850166105425
2015Q3,低创新度,1,0.0018532140908849
2015Q3,低创新度,2,0.0001064374296613
2015Q3,低创新度,3,0.0099962281337401
2015Q3,低创新度,4,0.0129322292378726
2015Q3,低创新度,5,0.004773850701583
2015Q3,低创新度,6,0.0015246567197804
2015Q3,低创新度,7,0.0113897264970318
2015Q3,低创新度,8,0.0159837764225234
2015Q3,低创新度,9,0.0001552330628411
2015Q3,低创新度,10,0.0055765405895479
2015Q4,低创新度,0,0.0057635681892335
2015Q4,低创新度,1,0.0306538790588952
2015Q4,低创新度,2,0.008654822878235
2015Q4,低创新度,3,0.0031407100792604
2015Q4,低创新度,4,0.0006922751718489
2015Q4,低创新度,5,0.0220485419871967
2015Q4,低创新度,6,0.0094601631104619
2015Q4,低创新度,7,0.0065327383023621
2015Q4,低创新度,8,0.0613578513898336
2015Q4,低创新度,9,0.0100320342612418
2015Q4,低创新度,10,0.0239359762499105
2016Q1,低创新度,0,0.020681047574811
2016Q1,低创新度,1,0.0011407172785886
2016Q1,低创新度,2,0.0044628544021854
2016Q1,低创新度,3,0.0023770528761268
2016Q1,低创新度,4,0.0049195229855505
2016Q1,低创新度,5,0.0066258311151292
2016Q1,低创新度,6,0.0029993774450305
2016Q1,低创新度,7,0.0058291815523205
2016Q1,低创新度,8,0.0018044116822618
2016Q1,低创新度,9,0.0051324081632653
2016Q1,低创新度,10,0.0029253938479991
2016Q2,低创新度,0,0.0090708275223003
2016Q2,低创新度,1,0.0070490754542955
2016Q2,低创新度,2,0.0041879274088489
2016Q2,低创新度,3,0.0030773822425701
2016Q2,低创新度,4,0.0188268550362471
2016Q2,低创新度,5,0.0301101864651995
2016Q2,低创新度,6,0.004473063195168
2016Q2,低创新度,7,0.0015383727349556
2016Q2,低创新度,8,0.0025386534671311
2016Q2,低创新度,9,0.0001590139352678
2016Q2,低创新度,10,0.0083877658973794
2016Q3,低创新度,0,0.0053581630782428
2016Q3,低创新度,1,0.0112008302876034
2016Q3,低创新度,2,0.0078478457576389
2016Q3,低创新度,3,0.0038121619877673
2016Q3,低创新度,4,0.0001101961141002
2016Q3,低创新度,5,8.105263464786017e-05
2016Q3,低创新度,6,0.0020244390586401
2016Q3,低创新度,7,0.0055521040815821
2016Q3,低创新度,8,0.0069221101667762
2016Q3,低创新度,9,0.0079198258934396
2016Q3,低创新度,10,0.0018351591701446
2016Q4,低创新度,0,0.0145993999021465
2016Q4,低创新度,1,0.00329262633185
2016Q4,低创新度,2,0.0019909136927143
2016Q4,低创新度,3,0.0047089238591684
2016Q4,低创新度,4,0.0001520157635739
2016Q4,低创新度,5,0.007953418856071
2016Q4,低创新度,6,0.0019113678946487
2016Q4,低创新度,7,0.0016299767435798
2016Q4,低创新度,8,0.006749289708244
2016Q4,低创新度,9,0.002105618008929
2016Q4,低创新度,10,0.0054322474381269
2017Q1,低创新度,0,0.0040807838649674
2017Q1,低创新度,1,0.0086652894774466
2017Q1,低创新度,2,0.005449085047784
2017Q1,低创新度,3,0.0034759877371211
2017Q1,低创新度,4,0.0016879956611213
2017Q1,低创新度,5,0.0021710716309684
2017Q1,低创新度,6,0.0037977403518194
2017Q1,低创新度,7,7.885067259683076e-06
2017Q1,低创新度,8,0.0179579442240989
2017Q1,低创新度,9,0.0014984258352368
2017Q1,低创新度,10,0.0035771390645136
2017Q2,低创新度,0,0.0129773671295598
2017Q2,低创新度,1,0.0030784779100128
2017Q2,低创新度,2,0.0012509251746533
2017Q2,低创新度,3,0.0053644262568348
2017Q2,低创新度,4,0.0009131274022331
2017Q2,低创新度,5,0.0043813218602966
2017Q2,低创新度,6,0.003021656810997
2017Q2,低创新度,7,0.0010100477094303
2017Q2,低创新度,8,0.0057085989465635
2017Q2,低创新度,9,0.016362461127507
2017Q2,低创新度,10,0.0123711915998772
2017Q3,中间组,0,0.0055770033908044
2017Q3,中间组,1,0.0178262492721112
2017Q3,中间组,2,0.0023389514005494
2017Q3,中间组,3,0.0296080464248112
2017Q3,中间组,4,0.0004402304311359
2017Q3,中间组,5,0.0132193753574081
2017Q3,中间组,6,0.0014508828261499
2017Q3,中间组,7,0.0005106237351522
2017Q3,中间组,8,0.0117555262987162
2017Q3,中间组,9,0.0019874696057187
2017Q3,中间组,10,0.0051824137091849
2017Q4,中间组,0,0.0216215889190745
2017Q4,中间组,1,0.0045292892475274
2017Q4,中间组,2,0.0116258819200465
2017Q4,中间组,3,0.0144322372250127
2017Q4,中间组,4,0.0087063723629158
2017Q4,中间组,5,0.0063236242190531
2017Q4,中间组,6,0.0080573739357474
2017Q4,中间组,7,0.000407323760893
2017Q4,中间组,8,0.012062426566606
2017Q4,中间组,9,0.0073553478181217
2017Q4,中间组,10,0.0101435495833925
2018Q1,中间组,0,0.0094129937787224
2018Q1,中间组,1,0.0037871297955922
2018Q1,中间组,2,0.0079646328914313
2018Q1,中间组,3,0.007396391943782
2018Q1,中间组,4,0.0100963988311748
2018Q1,中间组,5,0.0046573666227354
2018Q1,中间组,6,0.0038339893329715
2018Q1,中间组,7,0.0132161420999598
2018Q1,中间组,8,0.0070996006571917
2018Q1,中间组,9,0.0028007296163243
2018Q1,中间组,10,0.0043919844842053
2018Q2,中间组,0,0.0043098144239429
2018Q2,中间组,1,0.0051410712305299
2018Q2,中间组,2,0.0239964612201794
2018Q2,中间组,3,0.00463186851909
2018Q2,中间组,4,0.0143765365938216
2018Q2,中间组,5,0.0116515255664753
2018Q2,中间组,6,0.0181801208967786
2018Q2,中间组,7,0.0056194687206254
2018Q2,中间组,8,0.0036490822879997
2018Q2,中间组,9,0.0015990838625963
2018Q2,中间组,10,0.0244303205541698
2018Q3,中间组,0,0.0119013943103651
2018Q3,中间组,1,0.0100591518438657
2018Q3,中间组,2,0.0100201335523579
2018Q3,中间组,3,0.0116785228317632
2018Q3,中间组,4,0.004719384450643
2018Q3,中间组,5,0.0113360023133071
2018Q3,中间组,6,0.0231272174523
2018Q3,中间组,7,0.0025118008655211
2018Q3,中间组,8,0.003739355312209
2018Q3,中间组,9,0.0220729853252228
2018Q3,中间组,10,0.0007100422303342
2018Q4,高创新度,0,0.0224858004139765
2018Q4,高创新度,1,0.0594766993606465
2018Q4,高创新度,2,0.0120094393780586
2018Q4,高创新度,3,0.0017103184145006
2018Q4,高创新度,4,0.0024527021589868
2018Q4,高创新度,5,0.0218958567819544
2018Q4,高创新度,6,0.0118382361961471
2018Q4,高创新度,7,0.0057744858865229
2018Q4,高创新度,8,0.0084058937954352
2018Q4,高创新度,9,0.0101972666959453
2018Q4,高创新度,10,0.0397156622077529
2019Q1,高创新度,0,0.0084875386466803
2019Q1,高创新度,1,0.0135397502122842
2019Q1,高创新度,2,0.0047442221722842
2019Q1,高创新度,3,0.0179249625963862
2019Q1,高创新度,4,0.0027759757698526
2019Q1,高创新度,5,0.0120434156187376
2019Q1,高创新度,6,0.0096403906634696
2019Q1,高创新度,7,0.0022743481468228
2019Q1,高创新度,8,0.0062026649679345
2019Q1,高创新度,9,0.0031292027893131
2019Q1,高创新度,10,0.0006127077910036
2019Q2,低创新度,0,0.0180471882714605
2019Q2,低创新度,1,0.0090165053438602
2019Q2,低创新度,2,0.0045420421239625
2019Q2,低创新度,3,0.0031498462145089
2019Q2,低创新度,4,0.004476988501086
2019Q2,低创新度,5,0.0217100534450653
2019Q2,低创新度,6,0.0008870787991331
2019Q2,低创新度,7,0.0015771971195428
2019Q2,低创新度,8,0.0031064917427292
2019Q2,低创新度,9,0.007211798267882
2019Q2,低创新度,10,0.0143823491231303
2019Q3,高创新度,0,0.007954421474462
2019Q3,高创新度,1,0.0100078583822786
2019Q3,高创新度,2,0.0099251616211545
2019Q3,高创新度,3,0.0046741647099285
2019Q3,高创新度,4,0.0101817719980317
2019Q3,高创新度,5,0.0073275419838207
2019Q3,高创新度,6,0.0034673248404029
2019Q3,高创新度,7,0.0041201001219789
2019Q3,高创新度,8,0.0034358382493222
2019Q3,高创新度,9,0.0087077580396981
2019Q3,高创新度,10,0.0019296513072031
2019Q4,高创新度,0,0.0230406897915267
2019Q4,高创新度,1,0.0011663211615149
2019Q4,高创新度,2,0.0040127822937275
2019Q4,高创新度,3,0.0021740503319872
2019Q4,高创新度,4,0.0123280310117672
2019Q4,高创新度,5,0.0029120933755462
2019Q4,高创新度,6,0.0354544421911461
2019Q4,高创新度,7,0.0328973066071005
2019Q4,高创新度,8,0.0053311500255794
2019Q4,高创新度,9,0.0057902478441163
2019Q4,高创新度,10,0.0222774827632799
2020Q1,高创新度,0,0.0008683976423584
2020Q1,高创新度,1,1.4645798928292209e-05
2020Q1,高创新度,2,0.0020238682624631
2020Q1,高创新度,3,0.0108448226461368
2020Q1,高创新度,4,0.0031595697359994
2020Q1,高创新度,5,0.0025802388867761
2020Q1,高创新度,6,0.0084982788296041
